file_name,day_week,hour,datetime,N,flag,result
IMG_20150718_134453.JPG,6,13,2015-07-18 13:44:53,4063,Family,0.9999395608901978
IMG_20150718_134727.JPG,6,13,2015-07-18 13:47:27,1219,Family,0.9999992847442628
IMG_20150718_134804.JPG,6,13,2015-07-18 13:48:04,3901,Family,0.999998927116394
IMG_20150718_140918.JPG,6,14,2015-07-18 14:09:18,3975,Family,0.9999990463256836
IMG_20150719_221431.JPG,7,22,2015-07-19 22:14:31,829,Family,0.9999990463256836
IMG_20150719_221450.JPG,7,22,2015-07-19 22:14:50,1844,Family,0.9994118213653564
IMG_20150719_221458.JPG,7,22,2015-07-19 22:14:58,616,Family,0.9999998807907104
IMG_20150723_094433.JPG,,,,1907,Family,1.0
IMG_20150723_211059.JPG,4,21,2015-07-23 21:10:59,5143,Family,0.9937195777893066
IMG_20150723_211106.JPG,4,21,2015-07-23 21:11:06,5862,Family,0.9992497563362122
IMG_20150725_141854.JPG,6,14,2015-07-25 14:18:54,6787,Family,1.0
IMG_20150725_191542.JPG,6,19,2015-07-25 19:15:42,8805,Work,0.984998881816864
IMG_20150725_191918.JPG,6,19,2015-07-25 19:19:18,7521,Family,1.0
IMG_20150725_191921.JPG,6,19,2015-07-25 19:19:21,4934,Family,0.9999976158142091
IMG_20150725_191934.JPG,6,19,2015-07-25 19:19:34,1025,Family,1.0
IMG_20150725_194807.JPG,6,19,2015-07-25 19:48:07,284,Family,1.0
IMG_20150725_210303.JPG,6,21,2015-07-25 21:03:03,7941,Family,1.0
IMG_20150726_120037.JPG,7,12,2015-07-26 12:00:37,4069,Family,1.0
IMG_20150726_120055.JPG,7,12,2015-07-26 12:00:55,5529,Family,1.0
IMG_20150726_152843.JPG,7,15,2015-07-26 15:28:43,3181,Family,1.0
IMG_20150726_230034.JPG,7,23,2015-07-26 23:00:34,4072,Family,0.9999998807907104
IMG_20150727_202107.JPG,,,,282,Family,0.9999673366546632
IMG_20150728_090320.JPG,2,9,2015-07-28 09:03:20,1640,Family,0.999997854232788
IMG_20150808_134616.JPG,6,13,2015-08-08 13:46:16,5138,Work,0.9519153237342834
IMG_20150812_213005.JPG,3,21,2015-08-12 21:30:05,2503,Family,1.0
IMG_20150813_121525.JPG,4,12,2015-08-13 12:15:25,948,Family,1.0
IMG_20150813_121528.JPG,4,12,2015-08-13 12:15:28,6154,Family,1.0
IMG_20150813_121532.JPG,4,12,2015-08-13 12:15:32,3311,Family,1.0
IMG_20150813_121635.JPG,4,12,2015-08-13 12:16:35,6070,Family,1.0
IMG_20150813_121645.JPG,4,12,2015-08-13 12:16:45,2993,Family,1.0
IMG_20150813_121705.JPG,4,12,2015-08-13 12:17:05,359,Family,1.0
IMG_20150813_121721.JPG,4,12,2015-08-13 12:17:21,4040,Family,1.0
IMG_20150813_121723.JPG,4,12,2015-08-13 12:17:23,5870,Family,1.0
IMG_20150813_121725.JPG,4,12,2015-08-13 12:17:25,1631,Family,1.0
IMG_20150813_121728.JPG,4,12,2015-08-13 12:17:28,8327,Family,1.0
IMG_20150813_121733.JPG,4,12,2015-08-13 12:17:33,7566,Family,1.0
IMG_20150813_121739.JPG,4,12,2015-08-13 12:17:39,9167,Family,1.0
IMG_20150813_121759.JPG,4,12,2015-08-13 12:17:59,5038,Family,1.0
IMG_20150813_121805.JPG,4,12,2015-08-13 12:18:05,1557,Family,1.0
IMG_20150813_121809.JPG,4,12,2015-08-13 12:18:09,358,Family,1.0
IMG_20150813_210109.JPG,4,21,2015-08-13 21:01:09,8913,Family,0.999846339225769
IMG_20150815_215326.JPG,6,21,2015-08-15 21:53:26,5741,Family,1.0
IMG_20150816_201816.JPG,7,20,2015-08-16 20:18:16,2994,Work,0.11862803995609285
IMG_20150816_235759.JPG,7,23,2015-08-16 23:57:59,837,Family,1.0
IMG_20150821_141915.JPG,5,14,2015-08-21 14:19:15,5945,Family,0.9999995231628418
IMG_20150821_141917.JPG,5,14,2015-08-21 14:19:17,8468,Family,0.9999994039535522
IMG_20150821_141924.JPG,5,14,2015-08-21 14:19:24,4404,Family,1.0
IMG_20150822_190620.JPG,6,19,2015-08-22 19:06:20,5457,Family,0.9973799586296082
IMG_20150823_104701.JPG,7,10,2015-08-23 10:47:01,1693,Family,1.0
IMG_20150823_131329.JPG,7,13,2015-08-23 13:13:29,4840,Family,1.0
IMG_20150823_131343.JPG,7,13,2015-08-23 13:13:43,427,Family,1.0
IMG_20150823_213428.JPG,7,21,2015-08-23 21:34:28,1632,Family,1.0
IMG_20150824_130649.JPG,,,,5620,Work,0.11657618731260301
IMG_20150824_131149.JPG,,,,2802,Work,0.7404745221138
IMG_20150824_134348.JPG,,,,6927,Work,0.717670738697052
IMG_20150824_134413.JPG,,,,9011,Work,0.7455790042877197
IMG_20150824_134507.JPG,,,,8688,Work,0.5245160460472107
IMG_20150824_134508.JPG,,,,2366,Work,0.4136746525764465
IMG_20150824_134740.JPG,,,,5242,Work,0.08202400803565979
IMG_20150825_131631.JPG,2,13,2015-08-25 13:16:31,543,Work,0.8384515643119812
IMG_20150825_164639.JPG,2,16,2015-08-25 16:46:39,5642,Family,1.0
IMG_20150825_164644.JPG,2,16,2015-08-25 16:46:44,3163,Family,1.0
IMG_20150825_164933.JPG,2,16,2015-08-25 16:49:33,4477,Family,1.0
IMG_20150825_164937.JPG,2,16,2015-08-25 16:49:37,8444,Family,1.0
IMG_20150825_165005.JPG,2,16,2015-08-25 16:50:05,3174,Family,1.0
IMG_20150825_165011.JPG,2,16,2015-08-25 16:50:11,9182,Family,1.0
IMG_20150825_170157.JPG,2,17,2015-08-25 17:01:57,428,Family,1.0
IMG_20150825_170207.JPG,2,17,2015-08-25 17:02:07,154,Family,1.0
IMG_20150825_170211.JPG,2,17,2015-08-25 17:02:11,2294,Family,1.0
IMG_20150825_170211_1.JPG,2,17,2015-08-25 17:02:11,544,Family,1.0
IMG_20150825_170212.JPG,2,17,2015-08-25 17:02:12,2739,Family,1.0
IMG_20150825_170213.JPG,2,17,2015-08-25 17:02:13,8829,Family,1.0
IMG_20150825_171554.JPG,2,17,2015-08-25 17:15:54,7527,Family,1.0
IMG_20150825_171558.JPG,2,17,2015-08-25 17:15:58,2722,Family,1.0
IMG_20150825_171604.JPG,2,17,2015-08-25 17:16:04,3330,Family,1.0
IMG_20150825_171608.JPG,2,17,2015-08-25 17:16:08,7854,Family,1.0
IMG_20150829_141026.JPG,,,,1443,Work,0.9469529390335084
IMG_20150829_141141.JPG,,,,4259,Family,0.999979853630066
IMG_20150829_231912.JPG,6,23,2015-08-29 23:19:12,4401,Family,0.9999998807907104
IMG_20150830_115813.JPG,7,11,2015-08-30 11:58:13,3913,Family,0.9999992847442628
IMG_20150830_120102.JPG,7,12,2015-08-30 12:01:02,7783,Work,0.9856690168380736
IMG_20150830_120150.JPG,7,12,2015-08-30 12:01:50,2501,Work,0.9267557263374328
IMG_20150830_221342.JPG,7,22,2015-08-30 22:13:42,7320,Family,0.9998013377189636
IMG_20150830_225252.JPG,7,22,2015-08-30 22:52:52,7655,Family,1.0
IMG_20150830_225714.JPG,7,22,2015-08-30 22:57:14,8245,Family,1.0
IMG_20150830_230427.JPG,7,23,2015-08-30 23:04:27,6331,Family,0.9999988079071044
IMG_20150830_230441.JPG,7,23,2015-08-30 23:04:41,6032,Family,1.0
IMG_20150830_235729.JPG,7,23,2015-08-30 23:57:29,2905,Family,1.0
IMG_20150831_152758.JPG,,,,434,Family,1.0
IMG_20150831_165408.JPG,1,16,2015-08-31 16:54:08,1105,Family,0.9989253878593444
IMG_20150901_080626.JPG,2,8,2015-09-01 08:06:26,8799,Family,1.0
IMG_20150901_201830.JPG,2,20,2015-09-01 20:18:30,827,Family,0.9997419714927672
IMG_20150902_141142.JPG,,,,8066,Work,0.970907986164093
IMG_20150902_141144.JPG,,,,7658,Work,0.9887948036193848
IMG_20150902_141145.JPG,,,,4058,Work,0.8827611207962036
IMG_20150902_141145_1.JPG,,,,8952,Work,0.7884860038757324
IMG_20150902_141146.JPG,,,,5427,Work,0.8151251673698425
IMG_20150902_205523.JPG,3,20,2015-09-02 20:55:23,4916,Family,0.9999990463256836
IMG_20150902_210220.JPG,3,21,2015-09-02 21:02:20,1699,Family,0.9999340772628784
IMG_20150902_212525.JPG,3,21,2015-09-02 21:25:25,9281,Family,0.9999666213989258
IMG_20150903_211908.JPG,4,21,2015-09-03 21:19:08,7428,Family,1.0
IMG_20150903_212023.JPG,4,21,2015-09-03 21:20:23,7683,Family,1.0
IMG_20150903_212035.JPG,4,21,2015-09-03 21:20:35,828,Family,1.0
IMG_20150903_212055.JPG,4,21,2015-09-03 21:20:55,5523,Family,1.0
IMG_20150903_212059.JPG,4,21,2015-09-03 21:20:59,9217,Family,1.0
IMG_20150903_212107.JPG,4,21,2015-09-03 21:21:07,8344,Family,1.0
IMG_20150903_212139.JPG,4,21,2015-09-03 21:21:39,8544,Family,1.0
IMG_20150903_224134.JPG,4,22,2015-09-03 22:41:34,8780,Family,1.0
IMG_20150903_224141.JPG,4,22,2015-09-03 22:41:41,3700,Family,1.0
IMG_20150903_224156.JPG,4,22,2015-09-03 22:41:56,6849,Family,1.0
IMG_20150903_224247.JPG,4,22,2015-09-03 22:42:47,1101,Family,0.9998719692230223
IMG_20150903_224258.JPG,4,22,2015-09-03 22:42:58,6043,Family,0.9995915293693542
IMG_20150903_224302.JPG,4,22,2015-09-03 22:43:02,8847,Family,0.9991810917854308
IMG_20150903_233703.JPG,4,23,2015-09-03 23:37:03,831,Family,0.9999934434890748
IMG_20150903_233714.JPG,4,23,2015-09-03 23:37:14,9146,Family,0.9999992847442628
IMG_20150903_233729.JPG,4,23,2015-09-03 23:37:29,1976,Family,0.9999879598617554
IMG_20150903_234000.JPG,4,23,2015-09-03 23:40:00,9058,Family,0.999988317489624
IMG_20150903_234009.JPG,4,23,2015-09-03 23:40:09,7667,Family,0.9999258518218994
IMG_20150909_125921.JPG,,,,435,Family,1.0
IMG_20150909_165955.JPG,,,,8691,Work,0.00010085065878229216
IMG_20150910_133023.JPG,4,13,2015-09-10 13:30:23,4827,Work,0.02319205179810524
IMG_20150911_103708.JPG,5,10,2015-09-11 10:37:08,436,Family,1.0
IMG_20150911_103710.JPG,5,10,2015-09-11 10:37:10,3456,Work,0.9571626782417296
IMG_20150911_103714.JPG,5,10,2015-09-11 10:37:14,2906,Family,0.9955279231071472
IMG_20150911_103718.JPG,5,10,2015-09-11 10:37:18,4566,Work,0.9804285168647766
IMG_20150911_134245.JPG,,,,4730,Family,0.9989670515060424
IMG_20150911_134248.JPG,,,,1364,Work,0.9686160087585448
IMG_20150911_134248_1.JPG,,,,2109,Family,0.9927428960800172
IMG_20150911_135551.JPG,5,13,2015-09-11 13:55:51,5190,Work,0.9375433325767516
IMG_20150911_195649.JPG,5,19,2015-09-11 19:56:49,6034,Family,1.0
IMG_20150911_195817.JPG,5,19,2015-09-11 19:58:17,4903,Family,0.9999995231628418
IMG_20150914_132341.JPG,1,13,2015-09-14 13:23:41,3010,Family,0.99964702129364
IMG_20150914_132436.JPG,1,13,2015-09-14 13:24:36,5979,Work,0.9201228022575378
IMG_20150914_184529.JPG,,,,2500,Work,0.5813561081886292
IMG_20150914_184529_1.JPG,,,,4078,Work,0.7135742902755737
IMG_20150915_151603.JPG,2,15,2015-09-15 15:16:03,3477,Family,0.9999908208847046
IMG_20150915_154323.JPG,2,15,2015-09-15 15:43:23,8157,Work,0.7430567145347595
IMG_20150916_133015.JPG,,,,8569,Work,0.005613599438220263
IMG_20150917_142200.JPG,4,14,2015-09-17 14:22:00,5554,Work,0.9886228442192078
IMG_20150917_222157.JPG,4,22,2015-09-17 22:21:57,8179,Family,0.9998710155487059
IMG_20150917_222324.JPG,4,22,2015-09-17 22:23:24,2498,Family,0.9992173910140992
IMG_20150917_222354.JPG,4,22,2015-09-17 22:23:54,7706,Family,0.9981428384780884
IMG_20150917_222433.JPG,4,22,2015-09-17 22:24:33,3011,Family,0.9990868568420409
IMG_20150917_222547.JPG,4,22,2015-09-17 22:25:47,6231,Family,0.996285319328308
IMG_20150917_222601.JPG,4,22,2015-09-17 22:26:01,9301,Family,0.9999762773513794
IMG_20150917_222810.JPG,4,22,2015-09-17 22:28:10,830,Family,1.0
IMG_20150917_222834.JPG,4,22,2015-09-17 22:28:34,1635,Family,1.0
IMG_20150917_222923.JPG,4,22,2015-09-17 22:29:23,6534,Family,1.0
IMG_20150917_222952.JPG,4,22,2015-09-17 22:29:52,2728,Family,0.9999972581863404
IMG_20150917_223006.JPG,4,22,2015-09-17 22:30:06,5278,Family,0.9999960660934448
IMG_20150917_223434.JPG,4,22,2015-09-17 22:34:34,6135,Family,1.0
IMG_20150918_202812.JPG,5,20,2015-09-18 20:28:12,429,Work,0.011547825299203396
IMG_20150918_204251.JPG,5,20,2015-09-18 20:42:51,152,Work,0.785035252571106
IMG_20150919_190525.JPG,6,19,2015-09-19 19:05:25,2527,Family,0.9971892237663268
IMG_20150920_193518.JPG,7,19,2015-09-20 19:35:18,1215,Family,0.9999903440475464
IMG_20150920_193527.JPG,7,19,2015-09-20 19:35:27,3241,Work,0.9763706922531128
IMG_20150920_193616.JPG,7,19,2015-09-20 19:36:16,3231,Family,0.9999995231628418
IMG_20150920_193738.JPG,7,19,2015-09-20 19:37:38,360,Family,1.0
IMG_20150920_193833.JPG,7,19,2015-09-20 19:38:33,2043,Family,1.0
IMG_20150920_194050.JPG,7,19,2015-09-20 19:40:50,7192,Family,1.0
IMG_20150920_194111.JPG,7,19,2015-09-20 19:41:11,1973,Family,1.0
IMG_20150920_194142.JPG,7,19,2015-09-20 19:41:42,826,Family,0.9999676942825316
IMG_20150920_194226.JPG,7,19,2015-09-20 19:42:26,8082,Work,0.6419551968574524
IMG_20150920_194238.JPG,7,19,2015-09-20 19:42:38,2618,Work,0.9755772352218628
IMG_20150920_205638.JPG,7,20,2015-09-20 20:56:38,6059,Family,0.9999997615814208
IMG_20150921_135958.JPG,1,13,2015-09-21 13:59:58,2508,Family,0.998610258102417
IMG_20150921_233153.JPG,1,23,2015-09-21 23:31:53,1365,Family,0.9997557997703552
IMG_20150922_182540.JPG,2,18,2015-09-22 18:25:40,545,Work,0.2961730360984802
IMG_20150923_084955.JPG,3,8,2015-09-23 08:49:55,714,Work,0.886829674243927
IMG_20150923_202348.JPG,,,,1280,Work,0.04182391986250877
IMG_20150923_202357.JPG,,,,3470,Work,0.040668688714504235
IMG_20150924_230809.JPG,4,23,2015-09-24 23:08:09,716,Family,0.9999998807907104
IMG_20150927_144936.JPG,7,14,2015-09-27 14:49:36,7803,Family,1.0
IMG_20150927_194343.JPG,,,,8502,Work,0.1700279861688614
IMG_20150927_203537.JPG,7,20,2015-09-27 20:35:37,5962,Family,1.0
IMG_20150929_154223.JPG,2,15,2015-09-29 15:42:23,430,Work,0.8579810857772827
IMG_20150929_162516.JPG,2,16,2015-09-29 16:25:16,1027,Work,0.8607180714607239
IMG_20150929_195903.JPG,,,,1831,Work,0.4946985244750977
IMG_20150929_200238.JPG,,,,7547,Work,0.950387954711914
IMG_20150930_121338.JPG,3,12,2015-09-30 12:13:38,4173,Family,0.996822714805603
IMG_20150930_125559.JPG,3,12,2015-09-30 12:55:59,5463,Family,0.9987727999687196
IMG_20150930_165932.JPG,3,16,2015-09-30 16:59:32,5857,Work,0.9172749519348145
IMG_20151001_165053.JPG,4,16,2015-10-01 16:50:53,3839,Family,1.0
IMG_20151001_165118.JPG,4,16,2015-10-01 16:51:18,6216,Family,0.9983102083206176
IMG_20151001_165541.JPG,4,16,2015-10-01 16:55:41,7517,Family,0.9931558966636658
IMG_20151001_165550.JPG,4,16,2015-10-01 16:55:50,4075,Family,0.9923385381698608
IMG_20151001_165616.JPG,4,16,2015-10-01 16:56:16,2185,Work,0.8861545920372009
IMG_20151001_165625.JPG,4,16,2015-10-01 16:56:25,2718,Family,0.9948645234107972
IMG_20151001_165638.JPG,4,16,2015-10-01 16:56:38,2730,Family,0.9921354055404664
IMG_20151001_165654.JPG,4,16,2015-10-01 16:56:54,4752,Family,0.9999631643295288
IMG_20151001_165703.JPG,4,16,2015-10-01 16:57:03,3981,Family,0.9978427886962892
IMG_20151001_165721.JPG,4,16,2015-10-01 16:57:21,8162,Work,0.5046718716621399
IMG_20151001_165737.JPG,4,16,2015-10-01 16:57:37,362,Work,0.6276485323905945
IMG_20151003_121541.JPG,6,12,2015-10-03 12:15:41,8503,Work,3.597769394144031e-14
IMG_20151003_131851.JPG,6,13,2015-10-03 13:18:51,2286,Family,1.0
IMG_20151003_131907.JPG,6,13,2015-10-03 13:19:07,8768,Family,1.0
IMG_20151003_132219.JPG,6,13,2015-10-03 13:22:19,4424,Family,1.0
IMG_20151003_132541.JPG,6,13,2015-10-03 13:25:41,5089,Family,1.0
IMG_20151003_132544.JPG,6,13,2015-10-03 13:25:44,7166,Family,1.0
IMG_20151003_132545.JPG,6,13,2015-10-03 13:25:45,6503,Family,1.0
IMG_20151003_132645.JPG,,,,1979,Family,0.9999998807907104
IMG_20151003_134212.JPG,6,13,2015-10-03 13:42:12,1691,Family,1.0
IMG_20151003_134216.JPG,6,13,2015-10-03 13:42:16,4891,Family,1.0
IMG_20151004_150224.JPG,7,15,2015-10-04 15:02:24,8601,Work,0.8024685978889465
IMG_20151004_165937.JPG,,,,6682,Work,0.023953773081302643
IMG_20151004_170103.JPG,,,,2505,Work,0.04456207528710365
IMG_20151007_121328.JPG,3,12,2015-10-07 12:13:28,6251,Family,1.0
IMG_20151007_121336.JPG,3,12,2015-10-07 12:13:36,8038,Family,1.0
IMG_20151007_121347.JPG,3,12,2015-10-07 12:13:47,7155,Family,1.0
IMG_20151011_162013.JPG,7,16,2015-10-11 16:20:13,1281,Family,0.999879002571106
IMG_20151011_162148.JPG,7,16,2015-10-11 16:21:48,1984,Family,0.9999957084655762
IMG_20151014_123006.JPG,3,12,2015-10-14 12:30:06,6649,Family,0.9987438321113586
IMG_20151020_131549.JPG,2,13,2015-10-20 13:15:49,1982,Family,1.0
IMG_20151020_131600.JPG,2,13,2015-10-20 13:16:00,5985,Family,1.0
IMG_20151020_131610.JPG,2,13,2015-10-20 13:16:10,6615,Family,0.9999922513961792
IMG_20151020_131646.JPG,2,13,2015-10-20 13:16:46,5860,Family,0.9999949932098388
IMG_20151021_001503.JPG,3,0,2015-10-21 00:15:03,3383,Family,1.0
IMG_20151021_001513.JPG,3,0,2015-10-21 00:15:13,4722,Family,0.9999310970306396
IMG_20151022_124553.JPG,4,12,2015-10-22 12:45:53,6458,Family,1.0
IMG_20151022_124555.JPG,4,12,2015-10-22 12:45:55,7981,Family,1.0
IMG_20151022_130757_1.JPG,4,13,2015-10-22 13:07:57,551,Family,1.0
IMG_20151022_130858.JPG,4,13,2015-10-22 13:08:58,88,Family,0.9999765157699584
IMG_20151022_130910.JPG,4,13,2015-10-22 13:09:10,2111,Family,0.9999982118606568
IMG_20151022_131331.JPG,4,13,2015-10-22 13:13:31,6945,Family,1.0
IMG_20151022_131333.JPG,4,13,2015-10-22 13:13:33,4549,Family,0.9999998807907104
IMG_20151022_131345.JPG,4,13,2015-10-22 13:13:45,5830,Family,0.9999996423721312
IMG_20151022_131359.JPG,4,13,2015-10-22 13:13:59,7020,Family,0.9999998807907104
IMG_20151022_182749.JPG,4,18,2015-10-22 18:27:49,7508,Family,0.9999929666519164
IMG_20151022_182802.JPG,4,18,2015-10-22 18:28:02,1897,Family,0.9998770952224731
IMG_20151023_121558.JPG,5,12,2015-10-23 12:15:58,8571,Family,0.9999881982803344
IMG_20151023_201930.JPG,,,,8754,Work,0.5555499196052551
IMG_20151024_201851.JPG,6,20,2015-10-24 20:18:51,6308,Family,1.0
IMG_20151024_201900.JPG,6,20,2015-10-24 20:19:00,6626,Family,0.9999920129776
IMG_20151025_140909.JPG,,,,715,Work,0.5899048447608948
IMG_20151026_145530.JPG,1,14,2015-10-26 14:55:30,6533,Family,0.9999966621398926
IMG_20151026_145531.JPG,1,14,2015-10-26 14:55:31,7008,Family,1.0
IMG_20151026_145532.JPG,1,14,2015-10-26 14:55:32,1021,Family,0.9999878406524658
IMG_20151026_145534.JPG,1,14,2015-10-26 14:55:34,3611,Family,1.0
IMG_20151028_093105.JPG,3,9,2015-10-28 09:31:05,3760,Family,1.0
IMG_20151028_093117.JPG,3,9,2015-10-28 09:31:17,8474,Family,0.9975691437721252
IMG_20151028_093129.JPG,3,9,2015-10-28 09:31:29,220,Family,1.0
IMG_20151028_093135.JPG,3,9,2015-10-28 09:31:35,2621,Family,1.0
IMG_20151028_093155.JPG,3,9,2015-10-28 09:31:55,5093,Family,0.9999980926513672
IMG_20151028_142311.JPG,3,14,2015-10-28 14:23:11,7630,Family,1.0
IMG_20151028_142323.JPG,3,14,2015-10-28 14:23:23,5842,Family,1.0
IMG_20151028_142324.JPG,3,14,2015-10-28 14:23:24,5018,Family,1.0
IMG_20151028_142616.JPG,3,14,2015-10-28 14:26:16,8924,Family,1.0
IMG_20151028_142617.JPG,3,14,2015-10-28 14:26:17,1974,Family,1.0
IMG_20151029_155112.JPG,4,15,2015-10-29 15:51:12,1347,Family,0.9998087286949158
IMG_20151029_155119.JPG,4,15,2015-10-29 15:51:19,712,Family,0.9999976158142091
IMG_20151029_155124.JPG,4,15,2015-10-29 15:51:24,221,Family,0.9999971389770508
IMG_20151029_162539.JPG,4,16,2015-10-29 16:25:39,5140,Work,0.6179192066192627
IMG_20151029_162545.JPG,4,16,2015-10-29 16:25:45,833,Work,0.9311295151710509
IMG_20151029_162555.JPG,4,16,2015-10-29 16:25:55,8680,Work,0.8934977650642395
IMG_20151029_162558.JPG,4,16,2015-10-29 16:25:58,7629,Work,0.820128321647644
